,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,engine_unit,max_power_unit,mileage_unit
6421,Maruti Wagon R LXI,2020,265000,70000,Petrol,Individual,Manual,Second Owner,21.79,998.0,67.05,90Nm@ 3500rpm,5.0,CC,bhp,kmpl
6422,Tata Tigor 1.2 Revotron XZ,2018,459999,50000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,114Nm@ 3500rpm,5.0,CC,bhp,kmpl
6423,Maruti Alto K10 VXI,2017,250000,20000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,90Nm@ 3500rpm,5.0,CC,bhp,kmpl
6424,Maruti Swift Dzire VDI,2013,395000,70000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
6425,Hyundai Grand i10 Asta Option,2014,375000,60000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,114Nm@ 4000rpm,5.0,CC,bhp,kmpl
6426,Tata Indica Vista Aqua 1.4 TDI,2009,120000,120000,Diesel,Individual,Manual,First Owner,17.0,1405.0,71.0,135 Nm at 2500  rpm,5.0,CC,bhp,kmpl
6427,Maruti Ritz VDi,2011,290000,110000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,113Nm@ 4500rpm,5.0,CC,bhp,kmpl
6428,Tata Tiago 1.2 Revotron XZ,2017,409999,60000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,114Nm@ 3500rpm,5.0,CC,bhp,kmpl
6429,Chevrolet Spark 1.0 LT Option Pack w/ Airbag,2009,200000,30000,Petrol,Individual,Manual,First Owner,16.5,995.0,63.0,90.3Nm@ 4200rpm,5.0,CC,bhp,kmpl
6430,Skoda Rapid 1.5 TDI Ambition BSIV,2018,900000,35000,Diesel,Individual,Manual,First Owner,21.13,1498.0,108.6,250Nm@ 1500-2500rpm,5.0,CC,bhp,kmpl
6431,Maruti 800 Std,2003,50000,50000,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,59Nm@ 2500rpm,4.0,CC,bhp,kmpl
6432,Renault Duster 110PS Diesel RxZ,2012,450000,100000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,248Nm@ 2250rpm,5.0,CC,bhp,kmpl
6433,Mahindra XUV500 W8 4WD,2012,650000,80000,Diesel,Individual,Manual,Third Owner,15.1,2179.0,140.0,330Nm@ 1600-2800rpm,7.0,CC,bhp,kmpl
6434,Volkswagen CrossPolo 1.5 TDI,2014,300000,84000,Diesel,Individual,Manual,Second Owner,20.14,1498.0,88.5,230Nm@ 1500-2500rpm,5.0,CC,bhp,kmpl
6435,Ford Fiesta 1.5 TDCi Ambiente,2014,425000,60000,Diesel,Individual,Manual,First Owner,25.01,1498.0,89.75,204Nm@ 2000-2750rpm,5.0,CC,bhp,kmpl
6436,Maruti Zen VXI,1998,55000,50000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,78Nm@ 4500rpm,5.0,CC,bhp,kmpl
6437,Hyundai i10 Magna 1.2 iTech SE,2011,200000,60000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,111.7Nm@ 4000rpm,5.0,CC,bhp,kmpl
6438,Mahindra XUV500 W10 2WD,2015,975000,100000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,330Nm@ 1600-2800rpm,7.0,CC,bhp,kmpl
6439,Mahindra Bolero 2011-2019 SLX,2013,450000,70000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,195Nm@ 1400-2200rpm,7.0,CC,bhp,kmpl
6440,Mahindra Bolero 2011-2019 ZLX,2014,600000,82500,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,195Nm@ 1400-2200rpm,7.0,CC,bhp,kmpl
6441,Mahindra Bolero 2011-2019 Plus AC,2014,550000,76000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,195Nm@ 1440-2200rpm,9.0,CC,bhp,kmpl
6442,Tata Indica Vista Terra Quadrajet 1.3L BS IV,2011,180000,87000,Diesel,Individual,Manual,First Owner,18.0,1248.0,75.0,190Nm@ 1750rpm,5.0,CC,bhp,kmpl
6443,Mahindra Xylo E4,2010,300000,120000,Diesel,Individual,Manual,First Owner,14.0,2498.0,112.0,260 Nm at 1800-2200 rpm,7.0,CC,bhp,kmpl
6444,Tata Zest Revotron 1.2T XM,2016,350000,70000,Petrol,Individual,Manual,Second Owner,17.57,1193.0,88.7,140Nm@ 1500-4000rpm,5.0,CC,bhp,kmpl
6445,Maruti Swift Dzire VDI,2014,465000,90000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
6446,Tata Manza Aura (ABS) Quadrajet BS IV,2010,200000,188000,Diesel,Individual,Manual,Second Owner,21.12,1248.0,88.8,200Nm@ 1750-3000rpm,5.0,CC,bhp,kmpl
6447,Chevrolet Enjoy TCDi LS 8 Seater,2014,350000,120000,Diesel,Individual,Manual,Second Owner,18.2,1248.0,73.8,172.5Nm@ 1750rpm,8.0,CC,bhp,kmpl
6448,Honda City i VTEC V,2015,650000,80000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,145Nm@ 4600rpm,5.0,CC,bhp,kmpl
6449,Hyundai i10 Magna,2010,150000,123278,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,111.7Nm@ 4000rpm,5.0,CC,bhp,kmpl
6450,Honda City i DTEC V,2014,560000,100000,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,200Nm@ 1750rpm,5.0,CC,bhp,kmpl
6451,Hyundai i20 Active 1.4 SX with AVN,2015,625000,90000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,219.66nm@ 1500-2750rpm,5.0,CC,bhp,kmpl
6452,Ford Figo Diesel Titanium,2012,220000,110000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,160Nm@ 2000rpm,5.0,CC,bhp,kmpl
6453,Ford Figo Diesel Celebration Edition,2013,250000,110000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.1,160Nm@ 2000rpm,5.0,CC,bhp,kmpl
6454,Tata Zest Quadrajet 1.3 XT,2018,575000,70000,Diesel,Individual,Manual,First Owner,20.65,1248.0,88.7,190Nm@ 1750-3000rpm,5.0,CC,bhp,kmpl
6455,Mahindra XUV500 W8 AWD,2015,1050000,65000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,330Nm@ 1600-2800rpm,7.0,CC,bhp,kmpl
6456,Jaguar XF 2.2 Litre Luxury,2015,3000000,70000,Diesel,Individual,Automatic,Second Owner,16.36,2179.0,187.7,450Nm@ 2000rpm,5.0,CC,bhp,kmpl
6457,Tata New Safari DICOR 2.2 LX 4x2,2012,200000,90000,Diesel,Individual,Manual,Third Owner,11.57,2179.0,138.1,320Nm@ 1700-2700rpm,7.0,CC,bhp,kmpl
6458,Maruti Alto 800 VXI,2016,262000,50000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,69Nm@ 3500rpm,5.0,CC,bhp,kmpl
6459,Hyundai EON Era Plus,2018,299000,33000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0,CC,bhp,kmpl
6460,Maruti Alto 800 LXI,2015,250000,26500,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,69Nm@ 3500rpm,5.0,CC,bhp,kmpl
6461,Hyundai Santro Xing GLS,2011,140000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.92,1086.0,62.1,96.1Nm@ 3000rpm,5.0,CC,bhp,kmpl
6462,Maruti Swift Dzire VDI,2013,360000,70000,Diesel,Individual,Manual,Third Owner,23.4,1248.0,74.0,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
6463,Datsun GO A,2015,210000,80000,Petrol,Individual,Manual,First Owner,20.63,1198.0,67.06,104Nm@ 4000rpm,5.0,CC,bhp,kmpl
6464,Hyundai i20 1.4 Sportz,2017,600000,60000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5.0,CC,bhp,kmpl
6465,Skoda Fabia 1.2L Diesel Ambiente,2011,210000,100000,Diesel,Individual,Manual,First Owner,19.5,1199.0,75.0,180 Nm at 2000rpm,5.0,CC,bhp,kmpl
6466,Volkswagen Vento Diesel Comfortline,2011,300000,80000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,250Nm@ 1500-2500rpm,5.0,CC,bhp,kmpl
6467,Hyundai Grand i10 Asta,2016,450000,35000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,114Nm@ 4000rpm,5.0,CC,bhp,kmpl
6468,Ford Endeavour 3.2 Titanium AT 4X4,2018,3200000,35000,Diesel,Individual,Automatic,First Owner,10.91,3198.0,197.0,470Nm@ 1750-2500rpm,7.0,CC,bhp,kmpl
6469,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,550000,10000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,113.75nm@ 4000rpm,5.0,CC,bhp,kmpl
6470,Tata Indica Vista Aura 1.3 Quadrajet (ABS),2011,100000,80000,Diesel,Individual,Manual,First Owner,18.0,1248.0,75.0,190 Nm at 1750 rpm,5.0,CC,bhp,kmpl
6471,Hyundai EON Era Plus,2012,185000,50000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0,CC,bhp,kmpl
6472,Maruti Wagon R LX BSIII,2006,80000,90000,Petrol,Individual,Manual,Second Owner,17.3,1061.0,64.0,"8.6@ 3,500(kgm@ rpm)",5.0,CC,bhp,kmpl
6473,Maruti Alto 800 VXI,2017,295000,80000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,69Nm@ 3500rpm,5.0,CC,bhp,kmpl
6474,Renault KWID Climber 1.0 MT,2017,360000,25000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,91Nm@ 4250rpm,5.0,CC,bhp,kmpl
6475,Maruti Alto K10 2010-2014 VXI,2014,210000,70000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,90Nm@ 3500rpm,5.0,CC,bhp,kmpl
6476,Hyundai Elite i20 Petrol CVT Magna Executive,2019,585000,80000,Petrol,Individual,Automatic,First Owner,17.4,1197.0,81.86,114.73nm@ 4000rpm,5.0,CC,bhp,kmpl
6477,Volkswagen Polo Select 1.5 TDI Highline,2016,560000,50000,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.7,230Nm@ 1500-2500rpm,5.0,CC,bhp,kmpl
6478,Honda City i DTEC S,2015,600000,70000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,200Nm@ 1750rpm,5.0,CC,bhp,kmpl
6479,Datsun GO T BSIV,2017,330000,60000,Petrol,Individual,Manual,First Owner,20.63,1198.0,67.0,104Nm@ 4000rpm,5.0,CC,bhp,kmpl
6480,Hyundai Verna VTVT 1.6 SX,2019,990000,15000,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.3,151Nm@ 4850rpm,5.0,CC,bhp,kmpl
6481,Toyota Etios Diesel TRD Sportivo,2012,300000,90000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.1,170Nm@ 1800-2400rpm,5.0,CC,bhp,kmpl
6482,Tata Nexon 1.2 Revotron XM,2018,650000,28000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,170Nm@ 1750-4000rpm,5.0,CC,bhp,kmpl
6483,Hyundai Elite i20 Sportz Plus CVT BSIV,2019,695000,20000,Petrol,Individual,Automatic,First Owner,17.4,1197.0,81.86,117nm@ 4000rpm,5.0,CC,bhp,kmpl
6484,Hyundai Grand i10 CRDi Magna,2014,300000,60000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,160Nm@ 1500-2750rpm,5.0,CC,bhp,kmpl
6485,Maruti Alto 800 LXI,2015,270000,22000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,69Nm@ 3500rpm,5.0,CC,bhp,kmpl
6486,Tata New Safari DICOR 2.2 EX 4x2,2010,185000,70000,Diesel,Individual,Manual,Second Owner,11.57,2179.0,138.1,320Nm@ 1700-2700rpm,7.0,CC,bhp,kmpl
6487,Chevrolet Sail Hatchback LT ABS,2013,200000,80000,Diesel,Individual,Manual,First Owner,22.1,1248.0,76.9,205Nm@ 1750rpm,5.0,CC,bhp,kmpl
6488,Maruti Wagon R LXI CNG Optional,2019,459999,35000,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,77Nm@ 3500rpm,5.0,CC,bhp,km/kg
6489,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,2018,860000,60000,Diesel,Individual,Manual,First Owner,21.5,1497.0,108.5,260Nm@ 1500-2750rpm,5.0,CC,bhp,kmpl
6490,Tata Tiago 1.2 Revotron XE,2018,400000,20000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,114Nm@ 3500rpm,5.0,CC,bhp,kmpl
6491,Maruti Ritz VDi,2013,240000,142000,Diesel,Individual,Manual,Second Owner,23.2,1248.0,73.94,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
6492,Maruti Swift Dzire ZDI,2015,570000,72000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
6493,Ford EcoSport 1.5 Diesel Titanium BSIV,2018,850000,90000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,205Nm@ 1750-3250rpm,5.0,CC,bhp,kmpl
6494,Ford Figo Diesel Titanium,2011,155000,80000,Diesel,Individual,Manual,Third Owner,20.0,1399.0,68.0,160Nm@ 2000rpm,5.0,CC,bhp,kmpl
6495,Hyundai i20 1.4 CRDi Asta,2011,270000,125000,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,22.4 kgm at 1750-2750rpm,5.0,CC,bhp,kmpl
6496,Maruti Ciaz ZXi Plus,2015,610000,33000,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,130Nm@ 4000rpm,5.0,CC,bhp,kmpl
6497,Hyundai Creta 1.6 CRDi SX Option,2015,1000000,50000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,259.9Nm@ 1900-2750rpm,5.0,CC,bhp,kmpl
6498,Mahindra Scorpio LX,2012,450000,120000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,290Nm@ 1800-2800rpm,9.0,CC,bhp,kmpl
6499,Hyundai Xcent 1.2 CRDi E,2018,500000,35000,Diesel,Individual,Manual,First Owner,25.4,1186.0,73.97,190.25nm@ 1750-2250rpm,5.0,CC,bhp,kmpl
6500,Honda Amaze S Diesel BSIV,2018,700000,43000,Diesel,Individual,Manual,First Owner,27.4,1498.0,98.63,200Nm@ 1750rpm,5.0,CC,bhp,kmpl
6501,Maruti Alto LXi,2007,135000,60000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5.0,CC,bhp,kmpl
6502,Mahindra Scorpio LX,2012,430000,148000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,290Nm@ 1800-2800rpm,9.0,CC,bhp,kmpl
6503,Hyundai Verna 1.6 SX CRDi (O),2014,625000,70000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,259.8Nm@ 1900-2750rpm,5.0,CC,bhp,kmpl
6504,Nissan Sunny XL,2011,280000,96000,Petrol,Individual,Manual,First Owner,16.95,1498.0,97.7,134Nm@ 4000rpm,5.0,CC,bhp,kmpl
6505,Mahindra Scorpio 1.99 S6 Plus,2015,800000,70000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,280Nm@ 1800-2800rpm,7.0,CC,bhp,kmpl
6506,Maruti Ritz VDi,2012,220000,70000,Diesel,Individual,Manual,Second Owner,23.2,1248.0,73.94,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
6507,Maruti Ignis 1.2 Alpha BSIV,2017,620000,18484,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,113Nm@ 4200rpm,5.0,CC,bhp,kmpl
6508,Tata Safari DICOR 2.2 EX 4x2,2011,300000,70000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,320Nm@ 1700-2700rpm,7.0,CC,bhp,kmpl
6509,Maruti Alto LX,2010,180000,25000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5.0,CC,bhp,kmpl
6510,Volkswagen Polo Diesel Highline 1.2L,2013,250000,120000,Diesel,Individual,Manual,Third Owner,22.07,1199.0,73.9,180Nm@ 2000rpm,5.0,CC,bhp,kmpl
6511,Maruti Swift Dzire LXI,2017,480000,55000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,115Nm@ 4000rpm,5.0,CC,bhp,kmpl
6512,Ford EcoSport 1.5 Petrol Titanium BSIV,2019,885000,10000,Petrol,Individual,Manual,Second Owner,17.0,1497.0,121.31,150Nm@ 4500rpm,5.0,CC,bhp,kmpl
6513,Mahindra KUV 100 D75 K8,2020,550000,60000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,190Nm@ 1750-2250rpm,6.0,CC,bhp,kmpl
6514,Maruti Swift Dzire ZDI Plus,2018,800000,30000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
6515,Hyundai Santro Xing GLS,2013,180000,65000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,96.1Nm@ 3000rpm,5.0,CC,bhp,kmpl
6517,Hyundai i20 Sportz 1.4 CRDi,2012,380000,50000,Diesel,Individual,Manual,Second Owner,21.9,1396.0,88.76,219.6Nm@ 1750-2750rpm,5.0,CC,bhp,kmpl
6518,Tata Tiago NRG Petrol AMT,2019,520000,2560,Petrol,Individual,Automatic,First Owner,24.0,1199.0,83.81,114Nm@ 3500rpm,5.0,CC,bhp,kmpl
6519,Maruti Alto LX,2004,90000,60000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5.0,CC,bhp,kmpl
6520,Maruti Wagon R VXI BS IV,2016,330000,80000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,90Nm@ 3500rpm,5.0,CC,bhp,kmpl
6521,Maruti 800 DX,1999,40000,50000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,59Nm@ 2500rpm,4.0,CC,bhp,kmpl
6522,Chevrolet Enjoy TCDi LS 8 Seater,2015,370000,120000,Diesel,Individual,Manual,First Owner,18.2,1248.0,73.8,172.5Nm@ 1750rpm,8.0,CC,bhp,kmpl
6523,Honda City V MT,2009,290000,120000,Petrol,Individual,Manual,Second Owner,16.8,1497.0,116.3,146Nm@ 4800rpm,5.0,CC,bhp,kmpl
6524,Hyundai EON Magna Plus,2013,215000,47000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0,CC,bhp,kmpl
6525,Tata Hexa XT,2017,1282000,45000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,400Nm@ 1750-2500rpm,7.0,CC,bhp,kmpl
6526,Toyota Innova 2.5 GX 8 STR,2012,610000,90000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),8.0,CC,bhp,kmpl
6527,Hyundai i20 Asta 1.4 CRDi,2013,380000,110000,Diesel,Individual,Manual,Second Owner,21.27,1396.0,88.76,219.6Nm@ 1500-2750rpm,5.0,CC,bhp,kmpl
6528,Mahindra Scorpio 1.99 S10,2017,1250000,95000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,280Nm@ 1800-2800rpm,7.0,CC,bhp,kmpl
6529,Hyundai Verna 1.6 CRDI,2012,400000,103655,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.3,259.9Nm@ 1900-2750rpm,5.0,CC,bhp,kmpl
6530,Hyundai i20 Petrol CVT Asta,2018,700000,25000,Petrol,Individual,Automatic,Second Owner,17.4,1197.0,81.86,114.73nm@ 4000rpm,5.0,CC,bhp,kmpl
6531,Renault Duster 110PS Diesel RxZ,2014,650000,80000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,248Nm@ 2250rpm,5.0,CC,bhp,kmpl
6532,Tata Nano Twist XT,2014,95000,50000,Petrol,Individual,Manual,Second Owner,25.4,624.0,37.5,51Nm@ 4000+/-500rpm,4.0,CC,bhp,kmpl
6533,Mahindra XUV500 W10 2WD,2015,1147000,56975,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,330Nm@ 1600-2800rpm,7.0,CC,bhp,kmpl
6534,Hyundai Santro Xing GL,2010,150000,110000,Petrol,Individual,Manual,First Owner,19.466585,1086.0,62.0,96.1Nm@ 3000rpm,5.0,CC,bhp,kmpl
6535,Maruti Alto LX BSIII,2008,120000,80000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5.0,CC,bhp,kmpl
6537,Ford Fiesta EXi 1.4 TDCi Ltd,2010,180000,187000,Diesel,Dealer,Manual,Second Owner,17.8,1399.0,68.0,"16.3@ 2,000(kgm@ rpm)",5.0,CC,bhp,kmpl
6538,Ford Fiesta Classic 1.4 Duratorq LXI,2013,325000,69000,Diesel,Dealer,Manual,First Owner,18.6,1388.0,67.0,160Nm@ 2000rpm,5.0,CC,bhp,kmpl
6539,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,550000,206000,Diesel,Dealer,Manual,First Owner,22.77,1498.0,98.59,205Nm@ 1750-3250rpm,5.0,CC,bhp,kmpl
6540,Ford EcoSport 1.5 TDCi Signature BSIV,2018,950000,27000,Diesel,Dealer,Manual,First Owner,22.77,1498.0,98.59,205Nm@ 1750-3250rpm,5.0,CC,bhp,kmpl
6541,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,500000,132000,Diesel,Dealer,Manual,Second Owner,22.7,1498.0,89.84,204Nm@ 2000-2750rpm,5.0,CC,bhp,kmpl
6542,Ford Aspire Titanium Diesel BSIV,2017,725000,75000,Diesel,Dealer,Manual,First Owner,26.1,1498.0,99.23,215Nm@ 1750-3000rpm,5.0,CC,bhp,kmpl
6543,Ford Figo Aspire Titanium,2015,500000,18000,Petrol,Dealer,Manual,Second Owner,18.5,1194.0,94.93,119Nm@ 4250rpm,5.0,CC,bhp,kmpl
6544,Mahindra Verito 1.5 D2 BSIII,2011,180000,218000,Diesel,Individual,Manual,First Owner,21.0,1461.0,64.1,160Nm@ 2000rpm,5.0,CC,bhp,kmpl
6545,Hyundai i20 2015-2017 Magna 1.4 CRDi,2016,650000,10000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5.0,CC,bhp,kmpl
6546,Maruti Swift VDi BSIII W/ ABS,2010,285000,80000,Diesel,Individual,Manual,First Owner,17.8,1248.0,75.0,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
6547,Mahindra Verito 1.5 D2 BSIII,2011,210000,215000,Diesel,Individual,Manual,First Owner,21.0,1461.0,64.1,160Nm@ 2000rpm,5.0,CC,bhp,kmpl
6548,Ford Fiesta Classic 1.4 Duratorq CLXI,2012,200000,137000,Diesel,Individual,Manual,First Owner,17.8,1399.0,67.0,160Nm@ 2000rpm,5.0,CC,bhp,kmpl
6549,Volkswagen Vento Diesel Highline,2011,295000,65000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,250Nm@ 1500-2500rpm,5.0,CC,bhp,kmpl
6550,Honda City 2017-2020 GXi,2007,160000,120000,Petrol,Individual,Manual,Third Owner,17.7,1497.0,78.0,"12.7@ 2,700(kgm@ rpm)",5.0,CC,bhp,kmpl
6551,Maruti Celerio VXI AT,2017,450000,10000,Petrol,Individual,Automatic,First Owner,23.1,998.0,67.04,90Nm@ 3500rpm,5.0,CC,bhp,kmpl
6552,Datsun GO Plus A,2016,385000,20000,Petrol,Individual,Manual,First Owner,20.62,1198.0,67.0,104Nm@ 4000rpm,7.0,CC,bhp,kmpl
6553,Ford Fiesta Classic 1.4 Duratorq LXI,2011,350000,93500,Diesel,Individual,Manual,Second Owner,18.6,1388.0,67.0,160Nm@ 2000rpm,5.0,CC,bhp,kmpl
6592,Maruti Swift Dzire LDI,2019,558000,70000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
6593,Hyundai Santro Xing GLS,2010,165000,56000,Petrol,Individual,Manual,Third Owner,17.92,1086.0,62.1,96.1Nm@ 3000rpm,5.0,CC,bhp,kmpl
6594,Hyundai i20 Sportz 1.4 CRDi,2012,300000,80000,Diesel,Individual,Manual,Second Owner,21.9,1396.0,88.76,219.6Nm@ 1750-2750rpm,5.0,CC,bhp,kmpl
6596,Mahindra XUV500 W8 4WD,2012,900000,100000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,330Nm@ 1600-2800rpm,7.0,CC,bhp,kmpl
6597,BMW X5 3.0d,2008,830000,60000,Diesel,Individual,Automatic,Third Owner,11.0,2993.0,235.0,"53@ 2,000-2,750(kgm@ rpm)",5.0,CC,bhp,kmpl
6599,Skoda Rapid 1.5 TDI Ambition,2014,640000,65000,Diesel,Individual,Manual,Second Owner,21.14,1498.0,103.52,250Nm@ 1500-2500rpm,5.0,CC,bhp,kmpl
6600,Mahindra Scorpio S10 7 Seater,2015,900000,70000,Diesel,Individual,Manual,Third Owner,15.4,2179.0,120.0,280Nm@ 1800-2800rpm,7.0,CC,bhp,kmpl
6601,Chevrolet Enjoy TCDi LTZ 7 Seater,2013,450000,60000,Diesel,Individual,Manual,First Owner,18.2,1248.0,73.8,172.5Nm@ 1750rpm,7.0,CC,bhp,kmpl
6602,Maruti Ciaz 1.3 Alpha,2018,825000,82000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,200Nm@ 1750rpm,5.0,CC,bhp,kmpl
6603,Tata Aria Pleasure 4x2,2013,500000,80000,Diesel,Individual,Manual,Second Owner,13.7,2179.0,138.1,320Nm@ 1700-2700rpm,7.0,CC,bhp,kmpl
6604,Mahindra KUV 100 mFALCON G80 K6 AW,2017,325000,5000,Petrol,Individual,Manual,Second Owner,18.15,1198.0,82.0,115Nm@ 3500-3600rpm,6.0,CC,bhp,kmpl
6605,Renault Duster 110PS Diesel RxL,2014,450000,133000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,248Nm@ 2250rpm,5.0,CC,bhp,kmpl
6606,Honda WR-V i-VTEC VX,2017,675000,25000,Petrol,Individual,Manual,Second Owner,17.5,1199.0,88.7,110Nm@ 4800rpm,5.0,CC,bhp,kmpl
6607,Tata Zest Revotron 1.2 XT,2017,415000,15000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,140Nm@ 1500-4000rpm,5.0,CC,bhp,kmpl
6608,Hyundai Creta 1.4 CRDi S,2017,1100000,40000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,219.7Nm@ 1500-2750rpm,5.0,CC,bhp,kmpl
6609,Volkswagen Ameo 1.2 MPI Comfortline,2016,500000,35000,Petrol,Individual,Manual,First Owner,17.0,1198.0,73.75,110Nm@ 3750rpm,5.0,CC,bhp,kmpl
6610,Mahindra Bolero 2011-2019 ZLX,2014,509999,70000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,195Nm@ 1400-2200rpm,7.0,CC,bhp,kmpl
6611,Mahindra Scorpio 2006-2009 LX 2.6 Turbo 9 Str,2007,200000,152000,Diesel,Individual,Manual,Fourth & Above Owner,10.5,2609.0,120.0,290Nm@ 1800-2800rpm,9.0,CC,bhp,kmpl
6612,Maruti 800 AC BSIII,2007,60000,100000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,59Nm@ 2500rpm,4.0,CC,bhp,kmpl
